Auction Date;M/D/Y Format;Price Sold in GBP;Year Artwork Created;GBP to USD;Artist
5/22/2012;1/1/1944;9000;1944;14973,22;Henri Cartier-Bresson 
5/22/2012;1/1/1910;0;1910;0,00;Rudolf Lehnert 
5/22/2012;1/1/1972;2000;1972;3327,38;Ethan Russell 
5/22/2012;1/1/1963;380;1963;632,20;Roberto Salas 
5/22/2012;1/1/1948;500;1948;831,85;Grace Robertson 
5/22/2012;1/1/1953;1200;1953;1996,43;Thurston Hopkins 
5/22/2012;1/1/1956;0;1956;0,00;Henri Cartier-Bresson 
5/22/2012;1/1/2002;2000;2002;3327,38;Garry Fabian Miller 
5/22/2012;1/1/1967;0;1967;0,00;David Hurn 
5/22/2012;1/1/1966;0;1966;0,00;Eve Arnold 
5/22/2012;1/1/1930;0;1930;0,00;Ergy Landau 
5/22/2012;1/1/1860;700;1860;1164,58;Henry Dixon 
5/22/2012;1/1/1932;4000;1932;6654,77;Alexander Rodchenko 
5/22/2012;1/1/2006;0;2006;0,00;Rob Carter 
5/22/2012;1/1/1975;800;1975;1330,95;Malick Sidibé 
5/22/2012;1/1/1970;700;1970;1164,58;David Hurn 
5/22/2012;1/1/1965;0;1965;0,00;David Hurn 
5/22/2012;1/1/1978;1300;1978;2162,80;Hiroshi Sugimoto 
5/22/2012;1/1/1963;250;1963;415,92;Roberto Salas 
5/22/2012;1/1/2001;1500;2001;2495,54;Abelardo Morell 
5/22/2012;1/1/2002;0;2002;0,00;Alec Soth 
5/22/2012;1/1/2004;800;2004;1330,95;Boyd 
5/22/2012;1/1/1983;0;1983;0,00;Paul Hill 
5/22/2012;1/1/1967;0;1967;0,00;Osvaldo Salas 
5/22/2012;1/1/1936;0;1936;0,00;Robert Capa 
5/22/2012;1/1/1969;750;1969;1247,77;Raymond Moore 
5/22/2012;1/1/1975;0;1975;0,00;André Kertész 
5/22/2012;1/1/1965;0;1965;0,00;Roberto Salas 
5/22/2012;1/1/1910;0;1910;0,00;Rudolf Lehnert 
5/22/2012;1/1/1948;0;1948;0,00;Dorothy Wilding 
5/22/2012;1/1/1952;2800;1952;4658,34;Bill Brandt 
5/22/2012;1/1/1969;16000;1969;26619,06;Iain Macmillan 
5/22/2012;1/1/1906;0;1906;0,00;Edward Sheriff Curtis 
5/22/2012;1/1/1971;2600;1971;4325,60;Terry O'Neill 
5/22/2012;1/1/1950;0;1950;0,00;Eve Arnold 
5/22/2012;1/1/1941;800;1941;1330,95;Gyorgy Kepes 
5/22/2012;1/1/1903;0;1903;0,00;Gertrude Käsebier 
5/22/2012;1/1/1954;1000;1954;1663,69;Thurston Hopkins 
5/22/2012;1/1/1956;1100;1956;1830,06;Ed van der Elsken 
5/22/2012;1/1/1860;0;1860;0,00;William Willoughby Hooper 
5/22/2012;1/1/1904;850;1904;1414,14;Jacques Henri Lartigue 
5/22/2012;1/1/1980;0;1980;0,00;Helmut Newton 
5/22/2012;1/1/1955;2000;1955;3327,38;Ansel Adams 
5/22/2012;1/1/1860;1200;1860;1996,43;John Edward Saché 
5/22/2012;1/1/1940;0;1940;0,00;Cecil Beaton 
5/22/2012;1/1/1959;0;1959;0,00;Roberto Salas 
5/22/2012;1/1/1950;8000;1950;13309,53;Robert Doisneau 
5/22/2012;1/1/1955;800;1955;1330,95;Yoshiyuki Iwase 
5/22/2012;1/1/1959;0;1959;0,00;Eve Arnold 
5/22/2012;1/1/1985;1200;1985;1996,43;Tom Wood 
5/22/2012;1/1/1965;0;1965;0,00;Eve Arnold 
5/22/2012;1/1/1951;0;1951;0,00;Grace Robertson 
5/22/2012;1/1/1970;0;1970;0,00;Antanas Sutkus 
5/22/2012;1/1/1953;400;1953;665,48;Richard Sadler 
5/22/2012;1/1/1930;30000;1930;49910,74;Dora Maar 
5/22/2012;1/1/1977;6000;1977;9982,15;Manuel Alvarez -Bravo 
5/22/2012;1/1/1930;0;1930;0,00;Dr Paul Wolff 
5/22/2012;1/1/1952;1400;1952;2329,17;Frances McLaughlin Gill 
5/22/2012;1/1/1998;0;1998;0,00;Axel Hütte 
5/22/2012;1/1/1968;0;1968;0,00;Margaret Murray 
5/22/2012;1/1/1946;500;1946;831,85;Pierre Verger 
5/22/2012;1/1/1872;750;1872;1247,77;Julia Margaret Cameron 
5/22/2012;1/1/1976;0;1976;0,00;Paul Hill 
5/22/2012;1/1/1848;0;1848;0,00;Eugène Constant 
5/22/2012;1/1/1978;0;1978;0,00;Dennis Morris 
5/22/2012;1/1/1929;400;1929;665,48;Cecil Beaton 
5/22/2012;1/1/1930;0;1930;0,00;Ergy Landau 
5/22/2012;1/1/1977;800;1977;1330,95;Seydou Keita 
5/22/2012;1/1/1867;7000;1867;11645,84;Julia Margaret Cameron 
5/22/2012;1/1/1870;400;1870;665,48;John Edward Saché 
5/22/2012;1/1/1860;0;1860;0,00;Wilhelm Hammerschmidt, 
5/22/2012;1/1/1930;0;1930;0,00;Paul Nadar 
5/22/2012;1/1/1963;500;1963;831,85;Roberto Salas 
5/22/2012;1/1/1974;1500;1974;2495,54;Elliott Erwitt 
5/22/2012;1/1/1961;250;1961;415,92;Osvaldo Salas 
5/22/2012;1/1/1960;0;1960;0,00;Francesc Català-Roca 
5/22/2012;1/1/1952;0;1952;0,00;Thurston Hopkins 
5/22/2012;1/1/1965;1800;1965;2994,64;Burt Glinn 
5/22/2012;1/1/1929;3000;1929;4991,07;Alexander Rodchenko 
5/22/2012;1/1/1970;0;1970;0,00;Mario Giacomelli 
5/22/2012;1/1/1949;180;1949;299,46;George Rodger 
5/22/2012;1/1/1975;0;1975;0,00;Malick Sidibé 
5/22/2012;1/1/1887;420;1887;698,75;Eadweard Muybridge 
5/22/2012;1/1/1954;700;1954;1164,58;George Rodger 
5/22/2012;1/1/1938;1700;1938;2828,28;Max Dupain 
5/22/2012;1/1/1979;2400;1979;3992,86;Bill Brandt 
5/22/2012;1/1/1971;1000;1971;1663,69;Larry Clark 
5/22/2012;1/1/1975;0;1975;0,00;David Hockney 
5/22/2012;1/1/1970;600;1970;998,21;Raymond Moore 
5/22/2012;1/1/1974;300;1974;499,11;Fay Godwin 
5/22/2012;1/1/1950;1800;1950;2994,64;Willy Ronis 
5/22/2012;1/1/1964;650;1964;1081,40;Osvaldo Salas 
11/23/2012;1/1/1995;420;1995;692,10;Julian Opie 
11/23/2012;1/1/1958;800;1958;1318,28;Willy Ronis 
11/23/2012;1/1/1954;2400;1954;3954,83;Elliott Erwitt 
11/23/2012;1/1/1938;700;1938;1153,49;Horst P Horst 
11/23/2012;1/1/1949;1000;1949;1647,85;Irving Penn 
11/23/2012;1/1/1915;0;1915;0,00;André Kertész 
11/23/2012;1/1/1949;320;1949;527,31;Bert Hardy 
11/23/2012;1/1/1940;450;1940;741,53;Alfred Eisenstaedt 
11/23/2012;1/1/1978;60;1978;98,87;Sirkka-Liisa Konttinen 
11/23/2012;1/1/2007;0;2007;0,00;John Tunley 
11/23/2012;1/1/1992;0;1992;0,00;Michel Comte 
11/23/2012;1/1/1948;400;1948;659,14;Richard Sadler 
11/23/2012;1/1/1939;3000;1939;4943,54;Margaret Bourke-White 
11/23/2012;1/1/1973;0;1973;0,00;Colin Jones 
11/23/2012;1/1/1938;0;1938;0,00;Lisette Model 
11/23/2012;1/1/1955;1800;1955;2966,12;William Klein 
11/23/2012;1/1/1984;3000;1984;4943,54;Steve McCurry 
11/23/2012;1/1/1973;190;1973;313,09;Ian Macdonald
11/23/2012;1/1/1958;0;1958;0,00;Inge Morath 
11/23/2012;1/1/1960;800;1960;1318,28;Unknown
11/23/2012;1/1/1971;0;1971;0,00;Tony Ray-Jones 
11/23/2012;1/1/1970;1600;1970;2636,55;Chris Killip 
11/23/2012;1/1/1979;3800;1979;6261,82;Jeanloup Sieff 
11/23/2012;1/1/1977;1700;1977;2801,34;Terry O' Neill 
11/23/2012;1/1/1880;400;1880;659,14;Frank Meadow Sutcliffe 
11/23/2012;1/1/1962;600;1962;988,71;Bert Stern 
11/23/2012;1/1/1957;0;1957;0,00;Bert Hardy 
11/23/2012;1/1/1986;300;1986;494,35;Ferdinando Scianna 
11/23/2012;1/1/1940;0;1940;0,00;Unknown
11/23/2012;1/1/2012;0;2012;0,00;Richard Learoyd 
11/23/2012;1/1/1985;1500;1985;2471,77;Sebastião Salgado 
11/23/2012;1/1/1946;0;1946;0,00;Willy Ronis 
11/23/2012;1/1/1995;1500;1995;2471,77;Martine Franck 
11/23/2012;1/1/1886;0;1886;0,00;Peter Henry Emerson 
11/23/2012;1/1/1955;400;1955;659,14;Jacques Henri Lartigue 
11/23/2012;1/1/1975;0;1975;0,00;Dorothy Bohm 
11/23/2012;1/1/1936;1400;1936;2306,99;Leni Riefenstahl 
11/23/2012;1/1/1973;400;1973;659,14;Colin Jones 
11/23/2012;1/1/1953;800;1953;1318,28;Edouard Boubat 
11/23/2012;1/1/1935;850;1935;1400,67;Walker Evans 
11/23/2012;1/1/1938;5500;1938;9063,16;Man Ray 
11/23/2012;1/1/1969;600;1969;988,71;Raymond Moore 
11/23/2012;1/1/1928;0;1928;0,00;Walker Evans 
11/23/2012;1/1/1963;3500;1963;5767,46;Peter Hujar 
11/23/2012;1/1/1933;3800;1933;6261,82;Henri Cartier-Bresson 
11/23/2012;1/1/1981;800;1981;1318,28;Sabine Weiss 
11/23/2012;1/1/1886;2400;1886;3954,83;Peter Henry Emerson 
11/23/2012;1/1/1956;2000;1956;3295,69;Elliott Erwitt 
11/23/2012;1/1/1984;1400;1984;2306,99;Helmut Newton 
11/23/2012;1/1/1964;0;1964;0,00;Lucien Clergue 
11/23/2012;1/1/1990;400;1990;659,14;Dany Gignoux
11/23/2012;1/1/1969;200;1969;329,57;Patrick Ward 
11/23/2012;1/1/2001;1200;2001;1977,42;Abelardo Morell 
11/23/2012;1/1/1965;3000;1965;4943,54;Henri Cartier-Bresson 
11/23/2012;1/1/1936;0;1936;0,00;Leni Riefenstahl 
11/23/2012;1/1/1957;1500;1957;2471,77;Mario Giacomelli 
11/23/2012;1/1/1991;1200;1991;1977,42;Hiroshi Sugimoto 
11/23/2012;1/1/1952;800;1952;1318,28;Herbert List 
11/23/2012;1/1/1983;1600;1983;2636,55;David Bailey 
11/23/2012;1/1/1993;40;1993;65,91;Unknown
11/23/2012;1/1/1943;0;1943;0,00;Edmund Teske 
11/23/2012;1/1/1885;0;1885;0,00;Peter Henry Emerson 
11/23/2012;1/1/1989;500;1989;823,92;Marketa Luskacova 
11/23/2012;1/1/1988;1500;1988;2471,77;David Ross 
11/23/2012;1/1/1939;1500;1939;2471,77;Horst P Horst 
11/23/2012;1/1/1957;0;1957;0,00;Roger Mayne 
11/23/2012;1/1/1984;5300;1984;8733,59;Chris Killip 
11/23/2012;1/1/1948;0;1948;0,00;Richard Sadler 
11/23/2012;1/1/1936;0;1936;0,00;Horst P Horst 
11/23/2012;1/1/1957;0;1957;0,00;Kiichi Asano 
11/23/2012;1/1/1940;0;1940;0,00;Marion Post Wolcott 
11/23/2012;1/1/2003;0;2003;0,00;John Goodman
11/23/2012;1/1/2009;0;2009;0,00;John Comino-James 
11/23/2012;1/1/1957;0;1957;0,00;Kiichi Asano 
11/23/2012;1/1/1943;400;1943;659,14;Dr William MacQuitty 
11/23/2012;1/1/1957;2400;1957;3954,83;Jean-Philippe Charbonnier 
11/23/2012;1/1/1971;0;1971;0,00;Edouard Boubat 
11/23/2012;1/1/1992;400;1992;659,14;John Blakemore 
11/23/2012;1/1/2000;1600;2000;2636,55;Helmut Newton 
11/23/2012;1/1/1948;0;1948;0,00;Richard Sadler 
11/23/2012;1/1/1870;2000;1870;3295,69;George William Mount 
11/23/2012;1/1/1929;0;1929;0,00;Lee Miller 
11/23/2012;1/1/1955;3800;1955;6261,82;William Klein 
11/23/2012;1/1/1957;0;1957;0,00;Carlo Bevilacqua 
11/23/2012;1/1/1958;2000;1958;3295,69;Inge Morath 
11/23/2012;1/1/1970;0;1970;0,00;Terry O'Neill 
11/23/2012;1/1/1975;600;1975;988,71;Raymond Moore 
11/23/2012;1/1/1906;0;1906;0,00;Eugène Atget 
11/23/2012;1/1/1944;0;1944;0,00;Dmitri Baltermants 
11/23/2012;1/1/1955;0;1955;0,00;Mario Giacomelli 
11/23/2012;1/1/1971;1400;1971;2306,99;Cecil Beaton 
11/23/2012;1/1/1936;850;1936;1400,67;Leni Riefenstahl 
11/23/2012;1/1/2009;0;2009;0,00;John Comino-James 
11/23/2012;1/1/1960;0;1960;0,00;Mario Giacomelli 
11/23/2012;1/1/1948;2200;1948;3625,26;Robert Doisneau 
11/23/2012;1/1/1949;0;1949;0,00;Robert Doisneau 
11/23/2012;1/1/1957;350;1957;576,75;Jimmy Forsyth 
11/23/2012;1/1/1969;0;1969;0,00;Nico Koster
11/23/2012;1/1/1956;0;1956;0,00;William Klein 
11/23/2012;1/1/1936;480;1936;790,97;Leni Riefenstahl 
11/23/2012;1/1/1940;0;1940;0,00;Lee Miller 
11/23/2012;1/1/1960;0;1960;0,00;Ernst Haas 
11/23/2012;1/1/1969;2000;1969;3295,69;Robert Doisneau 
11/23/2012;1/1/1885;0;1885;0,00;Peter Henry Emerson 
11/23/2012;1/1/1930;200;1930;329,57;Unknown
11/23/2012;1/1/1969;1500;1969;2471,77;Robert Doisneau 
11/23/2012;1/1/1982;1100;1982;1812,63;Bob Carlos Clarke 
11/23/2012;1/1/1983;0;1983;0,00;Andy Goldsworthy 
11/23/2012;1/1/1945;500;1945;823,92;Lee Miller 
11/23/2012;1/1/1955;0;1955;0,00;Mario Giacomelli 
11/23/2012;1/1/1945;0;1945;0,00;Dmitri Baltermants 
11/23/2012;1/1/1937;1000;1937;1647,85;Cecil Beaton 
11/23/2012;1/1/2000;0;2000;0,00;Helmut Newton 
11/23/2012;1/1/1988;380;1988;626,18;David Hamilton 
11/23/2012;1/1/1988;3200;1988;5273,11;David Ross 
11/23/2012;1/1/1854;200;1854;329,57;Edouard Baldus 
11/23/2012;1/1/1964;800;1964;1318,28;Edouard Boubat 
11/23/2012;1/1/1971;190;1971;313,09;Sirkka-Liisa Konttinen 
11/23/2012;1/1/1965;900;1965;1483,06;Mario Giacomelli 
11/23/2012;1/1/1961;0;1961;0,00;Lutz Dille 
11/23/2012;1/1/1955;0;1955;0,00;Yoshiyuki Iwase 
11/23/2012;1/1/2005;0;2005;0,00;Sebastião Salgado 
11/23/2012;1/1/1945;0;1945;0,00;Dmitri Baltermants 
11/23/2012;1/1/1983;1400;1983;2306,99;Bob Carlos Clarke 
11/23/2012;1/1/1990;0;1990;0,00;Bob Carlos Clarke 
11/23/2012;1/1/2000;0;2000;0,00;Helmut Newton 
11/23/2012;1/1/1954;2200;1954;3625,26;Elliott Erwitt 
11/23/2012;1/1/1930;800;1930;1318,28;Attributed to Sasha Stone 
11/23/2012;1/1/1983;3800;1983;6261,82;John Davies 
11/23/2012;1/1/1972;150;1972;247,18;Patrick Ward 
11/23/2012;1/1/1985;3200;1985;5273,11;Sebastião Salgado 
11/23/2012;1/1/1970;0;1970;0,00;French Army
11/23/2012;1/1/1978;2000;1978;3295,69;Martine Franck 
11/23/2012;1/1/1962;420;1962;692,10;Bert Stern 
11/23/2012;1/1/1962;7000;1962;11534,93;Jeanloup Sieff 
11/23/2012;1/1/1953;2000;1953;3295,69;Elliott Erwitt 
11/23/2012;1/1/1969;5000;1969;8239,23;Iain Macmillan 
11/23/2012;1/1/1963;150;1963;247,18;Patrick Ward 
11/23/2012;1/1/1949;0;1949;0,00;Ernst Haas 
11/23/2012;1/1/1943;0;1943;0,00;Dmitri Baltermants 
11/23/2012;1/1/2011;0;2011;0,00;Colin Wilson 
11/23/2012;1/1/1854;0;1854;0,00;Auguste Salzmann 
11/23/2012;1/1/1928;0;1928;0,00;Cecil Beaton 
11/23/2012;1/1/1968;0;1968;0,00;Jim Marshall 
11/23/2012;1/1/1874;6500;1874;10711,00;Julia Margaret Cameron 
11/23/2012;1/1/1954;850;1954;1400,67;George S. Zimbel 
11/23/2012;1/1/1982;1300;1982;2142,20;Bruce Weber 
11/23/2012;1/1/1978;0;1978;0,00;Lee Friedlander 
11/23/2012;1/1/1968;800;1968;1318,28;Richard Avedon 
11/23/2012;1/1/1950;0;1950;0,00;Bill Brandt 
11/23/2012;1/1/1957;700;1957;1153,49;Art Kane 
11/23/2012;1/1/1936;400;1936;659,14;Leni Riefenstahl 
11/23/2012;1/1/1949;0;1949;0,00;George Rodger 
11/23/2012;1/1/1950;0;1950;0,00;Carlo Bevilacqua 
11/23/2012;1/1/1960;0;1960;0,00;Osvaldo Salas 
11/23/2012;1/1/1935;0;1935;0,00;Alexey Brodovitch 
11/23/2012;1/1/1962;3000;1962;4943,54;Leif-Erik Nygårds 
11/23/2012;1/1/1946;950;1946;1565,45;Erwin Blumenfeld 
11/23/2012;1/1/1961;2200;1961;3625,26;Elliott Erwitt 
11/23/2012;1/1/1936;600;1936;988,71;Leni Riefenstahl 
11/23/2012;1/1/2005;0;2005;0,00;Simon Norfolk 
11/23/2012;1/1/1939;7800;1939;12853,20;Erwin Blumenfeld 
11/23/2012;1/1/1938;0;1938;0,00;Margaret Bourke-White 
11/23/2012;1/1/1972;0;1972;0,00;Denis Brihat 
11/23/2012;1/1/1988;0;1988;0,00;David Shrigley 
11/23/2012;1/1/1938;1300;1938;2142,20;Brassaï 
11/23/2012;1/1/1947;9000;1947;14830,62;Edouard Boubat 
11/23/2012;1/1/2010;900;2010;1483,06;Richard Freestone 
11/23/2012;1/1/1977;500;1977;823,92;Fay Godwin 
11/23/2012;1/1/1952;4000;1952;6591,39;Bill Brandt 
11/23/2012;1/1/1954;0;1954;0,00;Arnold Newman 
11/23/2012;1/1/1957;600;1957;988,71;Richard Sadler 
11/23/2012;1/1/1955;0;1955;0,00;Edouard Boubat 
11/23/2012;1/1/1939;0;1939;0,00;Horst P Horst 
11/23/2012;1/1/1951;0;1951;0,00;Ernst Haas 
11/23/2012;1/1/1986;1400;1986;2306,99;Elliott Erwitt 
11/23/2012;1/1/1850;0;1850;0,00;Linnaeus Tripe 
11/23/2012;1/1/1982;0;1982;0,00;Helmut Newton 
11/23/2012;1/1/1980;300;1980;494,35;Fay Godwin 
11/23/2012;1/1/1952;3200;1952;5273,11;Elliott Erwitt 
11/23/2012;1/1/1955;0;1955;0,00;Yoshiyuki Iwase 
11/23/2012;1/1/1951;0;1951;0,00;Bert Hardy 
11/23/2012;1/1/1929;800;1929;1318,28;Willy Ronis 
11/23/2012;1/1/6000;1300;6000;2142,20;Darren Almond 
11/23/2012;1/1/1964;800;1964;1318,28;Harry Benson 
11/23/2012;1/1/1958;1000;1958;1647,85;Jean-Philippe Charbonnier 
11/23/2012;1/1/2002;0;2002;0,00;Tim Davis 
11/23/2012;1/1/1958;350;1958;576,75;Paul J. Hoeffler 
11/23/2012;1/1/1973;0;1973;0,00;Colin Jones 
11/23/2012;1/1/1931;0;1931;0,00;Lee Miller 
11/23/2012;1/1/1959;800;1959;1318,28;Lucien Clergue 
11/23/2012;1/1/2005;0;2005;0,00;Tomio Seike 
11/23/2012;1/1/1988;1000;1988;1647,85;David Ross 
11/23/2012;1/1/1861;900;1861;1483,06;Francis Frith 
11/23/2012;1/1/1989;400;1989;659,14;Fay Godwin 
11/23/2012;1/1/1886;4500;1886;7415,31;Peter Henry Emerson 
11/23/2012;1/1/1994;420;1994;692,10;John Blakemore 
11/23/2012;1/1/1874;6800;1874;11205,36;Julia Margaret Cameron 
11/23/2012;1/1/1963;300;1963;494,35;Norman Parkinson 
11/23/2012;1/1/1957;550;1957;906,32;Richard Sadler 
11/23/2012;1/1/1976;750;1976;1235,89;Bill Brandt 
11/23/2012;1/1/1951;0;1951;0,00;Frances McLaughlin-Gill 
11/23/2012;1/1/1970;0;1970;0,00;Homer Sykes 
11/23/2012;1/1/1853;0;1853;0,00;Charles Nègre 
11/23/2012;1/1/1975;0;1975;0,00;Jorge Lewinski 
11/23/2012;1/1/1980;0;1980;0,00;John Blakemore 
11/23/2012;1/1/1978;0;1978;0,00;William Eggleston 
11/23/2012;1/1/1931;1300;1931;2142,20;Jean Painlevé 
11/23/2012;1/1/1954;3000;1954;4943,54;Lillian Bassman 
11/23/2012;1/1/1950;800;1950;1318,28;Adolphe Sylvain 
11/23/2012;1/1/1994;1300;1994;2142,20;John Blakemore 
11/23/2012;1/1/1990;800;1990;1318,28;Willy Ronis 
11/23/2012;1/1/1985;650;1985;1071,10;Tomio Seike 
11/23/2012;1/1/2006;0;2006;0,00;Gabriel Orozco 
11/23/2012;1/1/1930;350;1930;576,75;Unknown
11/23/2012;1/1/1908;550;1908;906,32;Edward Steichen 
11/22/2013;1/1/1957;480;1957;758,37;Elio Ciol 
11/22/2013;1/1/1957;2200;1957;3475,88;William Klein 
11/22/2013;1/1/1971;600;1971;947,97;Lucien Clergue 
11/22/2013;1/1/1949;0;1949;0,00;Willy Ronis 
11/22/2013;1/1/1981;1000;1981;1579,95;Stephen Shore 
11/22/2013;1/1/1970;0;1970;0,00;Mario Giacomelli 
11/22/2013;1/1/1983;0;1983;0,00;Aaron Siskind 
11/22/2013;1/1/1957;2800;1957;4423,85;O. Winston Link 
11/22/2013;1/1/1964;0;1964;0,00;Mario Giacomelli 
11/22/2013;1/1/1957;1400;1957;2211,92;Robert Doisneau 
11/22/2013;1/1/1904;0;1904;0,00;Frederick H. Evans 
11/22/2013;1/1/1970;1200;1970;1895,94;Chris Killip 
11/22/2013;1/1/2010;0;2010;0,00;Monique Jacot 
11/22/2013;1/1/1903;0;1903;0,00;Frederick H. Evans 
11/22/2013;1/1/1940;900;1940;1421,95;Bernard Silberstein 
11/22/2013;1/1/1950;0;1950;0,00;Robert Doisneau 
11/22/2013;1/1/1932;0;1932;0,00;Bill Brandt 
11/22/2013;1/1/1950;0;1950;0,00;Lotte Jacobi 
11/22/2013;1/1/1992;4000;1992;6319,78;Patrick Demarchelier 
11/22/2013;1/1/1975;850;1975;1342,95;Elliott Erwitt 
11/22/2013;1/1/1989;2200;1989;3475,88;Elliott Erwitt 
11/22/2013;1/1/1890;1700;1890;2685,91;Guglielmo von Plüschow 
11/22/2013;1/1/1978;0;1978;0,00;Elliott Erwitt 
11/22/2013;1/1/1965;0;1965;0,00;NASA / James McDivitt 
11/22/2013;1/1/1906;0;1906;0,00;Hans Watzek 
11/22/2013;1/1/1954;0;1954;0,00;Elliott Erwitt 
11/22/2013;1/1/1989;0;1989;0,00;Robert Rauschenberg 
11/22/2013;1/1/1969;260;1969;410,79;NASA/ Richard Gordon 
11/22/2013;1/1/1951;0;1951;0,00;Angus McBean 
11/22/2013;1/1/1989;1000;1989;1579,95;David Bailey 
11/22/2013;1/1/1991;12000;1991;18959,35;Nobuyoshi Araki 
11/22/2013;1/1/1887;1100;1887;1737,94;Eadweard Muybridge 
11/22/2013;1/1/1974;1400;1974;2211,92;Aaron Siskind 
11/22/2013;1/1/1969;650;1969;1026,96;NASA / Buzz Aldrin 
11/22/2013;1/1/1975;800;1975;1263,96;Martin Parr 
11/22/2013;1/1/1981;1450;1981;2290,92;John Blakemore 
